50,50TRANSL,LEMPIRAS,2019,1,IN0000001,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415003,1626415003,LLANTA REENCAU.C/N.275/80R22.5,TRANSACC INIC,000000,20190104,04/01/2019,enero,W1,CF01,"3,186.96",0.00,"3,186.96","3,186.96",0.00,-1,501375,234,R,T40,00520805,JABLANCA,3,TL4,FALSO,T40
50,50TRANSL,LEMPIRAS,2019,1,IN0000001,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415003,1626415003,LLANTA REENCAU.C/N.275/80R22.5,TRANSACC INIC,000000,20190104,04/01/2019,enero,W1,CF01,0.00,"3,186.96","-3,186.96",0.00,"3,186.96",1,501375,236,R,T40,00520807,JABLANCA,3,TL4,FALSO,T40
50,50TRANSL,LEMPIRAS,2019,1,IN0000001,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415005,1626415005,LLANTA REENCAUCHA. 275/80R22.5,TRANSACC INIC,000000,20190104,04/01/2019,enero,W1,CF01,"4,035.65",0.00,"4,035.65","4,035.65",0.00,-1,501375,238,R,T40,00520808,JABLANCA,3,TL4,FALSO,T40
50,50TRANSL,LEMPIRAS,2019,1,IN0000001,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1627419001,1627419001,LLANTA CAMION RIN 295/75R22.5,TRANSACC INIC,000000,20190104,04/01/2019,enero,W1,CF01,"10,391.56",0.00,"10,391.56","10,391.56",0.00,-2,501375,280,R,T50,00520810,JABLANCA,3,TL4,FALSO,T50
50,50TRANSL,LEMPIRAS,2019,1,IN0000001,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1627419001,1627419001,LLANTA CAMION RIN 295/75R22.5,TRANSACC INIC,000000,20190104,04/01/2019,enero,W1,CF01,"10,391.56",0.00,"10,391.56","10,391.56",0.00,-2,501375,284,R,T56,00520657,JABLANCA,3,TL4,FALSO,T56
50,50TRANSL,LEMPIRAS,2019,1,IN0000004,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419004,1627419004,NEUMATICO P/LLANTA 1000-20,TRANSACC INIC,000000,20190105,05/01/2019,enero,W1,CF01,653.09,0.00,653.09,653.09,0.00,-2,502051,78,R,F71,00520984,JABLANCA,3,TL4,FALSO,F71
50,50TRANSL,LEMPIRAS,2019,1,IN0000004,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419005,1627419005,PROTECTOR P/LLANTA 1000-20,TRANSACC INIC,000000,20190105,05/01/2019,enero,W1,CF01,562.37,0.00,562.37,562.37,0.00,-2,502051,80,R,F71,00520984,JABLANCA,3,TL4,FALSO,F71
50,50TRANSL,LEMPIRAS,2019,1,IN0000004,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,TRANSMISION,1620000001,1620000001,RIN MILIMETRI.11R22.5 10 AGUJE,TRANSACC INIC,000000,20190105,05/01/2019,enero,W1,CF01,"2,200.00",0.00,"2,200.00","2,200.00",0.00,-1,502051,114,R,T18,00520990,JABLANCA,3,TL4,FALSO,T18
50,50TRANSL,LEMPIRAS,2019,1,IN0000004,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415005,1626415005,LLANTA REENCAUCHA. 275/80R22.5,TRANSACC INIC,000000,20190105,05/01/2019,enero,W1,CF01,"16,142.60",0.00,"16,142.60","16,142.60",0.00,-4,502051,130,R,T27,00520944,JABLANCA,3,TL4,FALSO,T27
50,50TRANSL,LEMPIRAS,2019,1,IN0000004,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415005,1626415005,LLANTA REENCAUCHA. 275/80R22.5,TRANSACC INIC,000000,20190105,05/01/2019,enero,W1,CF01,"8,071.30",0.00,"8,071.30","8,071.30",0.00,-2,502051,186,R,T40,00520993,JABLANCA,3,TL4,FALSO,T40
50,50TRANSL,LEMPIRAS,2019,1,IN0000008,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190107,07/01/2019,enero,W2,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,503705,16,R,F21,00521293,JABLANCA,3,TL4,FALSO,F21
50,50TRANSL,LEMPIRAS,2019,1,IN0000008,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190107,07/01/2019,enero,W2,CF01,"3,200.00",0.00,"3,200.00","3,200.00",0.00,-1,503705,28,R,F41,00521151,JABLANCA,3,TL4,FALSO,F41
50,50TRANSL,LEMPIRAS,2019,1,IN0000008,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419004,1627419004,NEUMATICO P/LLANTA 1000-20,TRANSACC INIC,000000,20190107,07/01/2019,enero,W2,CF01,653.09,0.00,653.09,653.09,0.00,-2,503705,34,R,F77,00521216,JABLANCA,3,TL4,FALSO,F77
50,50TRANSL,LEMPIRAS,2019,1,IN0000008,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,TRANSMISION,1620000001,1620000001,RIN MILIMETRI.11R22.5 10 AGUJE,TRANSACC INIC,000000,20190107,07/01/2019,enero,W2,CF01,"2,200.00",0.00,"2,200.00","2,200.00",0.00,-1,503705,76,R,T10,00521159,JABLANCA,3,TL4,FALSO,T10
50,50TRANSL,LEMPIRAS,2019,1,IN0000008,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190107,07/01/2019,enero,W2,CF01,"12,800.00",0.00,"12,800.00","12,800.00",0.00,-4,503705,78,R,T10,00521129,JABLANCA,3,TL4,FALSO,T10
50,50TRANSL,LEMPIRAS,2019,1,IN0000008,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190107,07/01/2019,enero,W2,CF01,0.00,"12,800.00","-12,800.00",0.00,"12,800.00",4,503705,80,R,T10,00521143,JABLANCA,3,TL4,FALSO,T10
50,50TRANSL,LEMPIRAS,2019,1,IN0000008,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415005,1626415005,LLANTA REENCAUCHA. 275/80R22.5,TRANSACC INIC,000000,20190107,07/01/2019,enero,W2,CF01,"16,142.60",0.00,"16,142.60","16,142.60",0.00,-4,503705,82,R,T10,00521144,JABLANCA,3,TL4,FALSO,T10
50,50TRANSL,LEMPIRAS,2019,1,IN0000010,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190108,08/01/2019,enero,W2,CF01,"12,800.00",0.00,"12,800.00","12,800.00",0.00,-4,505346,2,R,C07,00521621,JABLANCA,3,TL4,FALSO,C07
50,50TRANSL,LEMPIRAS,2019,1,IN0000010,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190108,08/01/2019,enero,W2,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,505346,16,R,F30,00521605,JABLANCA,3,TL4,FALSO,F30
50,50TRANSL,LEMPIRAS,2019,1,IN0000010,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414001,1626414001,LLANTA CAB.CIS.FUR.RIN 11R22.5,TRANSACC INIC,000000,20190108,08/01/2019,enero,W2,CF01,"10,479.16",0.00,"10,479.16","10,479.16",0.00,-2,505346,42,R,T09,00521490,JABLANCA,3,TL4,FALSO,T09
50,50TRANSL,LEMPIRAS,2019,1,IN0000010,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190108,08/01/2019,enero,W2,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,505346,82,R,T30,00521567,JABLANCA,3,TL4,FALSO,T30
50,50TRANSL,LEMPIRAS,2019,1,IN0000015,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190110,10/01/2019,enero,W2,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,508394,74,R,T22,00521933,JABLANCA,3,TL4,FALSO,T22
50,50TRANSL,LEMPIRAS,2019,1,IN0000015,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415005,1626415005,LLANTA REENCAUCHA. 275/80R22.5,TRANSACC INIC,000000,20190110,10/01/2019,enero,W2,CF01,"16,142.60",0.00,"16,142.60","16,142.60",0.00,-4,508394,140,R,T58,00521879,JABLANCA,3,TL4,FALSO,T58
50,50TRANSL,LEMPIRAS,2019,1,IN0000015,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415003,1626415003,LLANTA REENCAU.C/N.275/80R22.5,TRANSACC INIC,000000,20190110,10/01/2019,enero,W2,CF01,"12,747.81",0.00,"12,747.81","12,747.81",0.00,-4,508394,142,R,T64,00521944,JABLANCA,3,TL4,FALSO,T64
50,50TRANSL,LEMPIRAS,2019,1,IN0000023,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626415001,1626415001,LLANTA CAB.CIS.FUR.RIN 11R24.5,TRANSACC INIC,000000,20190114,14/01/2019,enero,W3,CF01,"10,361.74",0.00,"10,361.74","10,361.74",0.00,-2,511744,10,R,C14,00522613,JABLANCA,3,TL4,FALSO,C14
50,50TRANSL,LEMPIRAS,2019,1,IN0000023,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190114,14/01/2019,enero,W3,CF01,"3,200.00",0.00,"3,200.00","3,200.00",0.00,-1,511744,74,R,F35,00522614,JABLANCA,3,TL4,FALSO,F35
50,50TRANSL,LEMPIRAS,2019,1,IN0000023,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190114,14/01/2019,enero,W3,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,511744,76,R,F38,00522616,JABLANCA,3,TL4,FALSO,F38
50,50TRANSL,LEMPIRAS,2019,1,IN0000023,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190114,14/01/2019,enero,W3,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,511744,148,R,T38,00522581,JABLANCA,3,TL4,FALSO,T38
50,50TRANSL,LEMPIRAS,2019,1,IN0000023,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190114,14/01/2019,enero,W3,CF01,0.00,"6,400.00","-6,400.00",0.00,"6,400.00",2,511744,150,R,T38,00522615,JABLANCA,3,TL4,FALSO,T38
50,50TRANSL,LEMPIRAS,2019,1,IN0000026,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190115,15/01/2019,enero,W3,CF01,"12,800.00",0.00,"12,800.00","12,800.00",0.00,-4,513182,50,R,T11,00522900,JABLANCA,0,TL4,FALSO,T11
50,50TRANSL,LEMPIRAS,2019,1,IN0000032,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1627419001,1627419001,LLANTA CAMION RIN 295/75R22.5,TRANSACC INIC,000000,20190117,17/01/2019,enero,W3,CF01,"10,391.56",0.00,"10,391.56","10,391.56",0.00,-2,516082,148,R,T64,00523228,JABLANCA,3,TL4,FALSO,T64
50,50TRANSL,LEMPIRAS,2019,1,IN0000034,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190118,18/01/2019,enero,W3,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,517302,20,R,F38,00523550,JABLANCA,3,TL4,FALSO,F38
50,50TRANSL,LEMPIRAS,2019,1,IN0000037,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190119,19/01/2019,enero,W3,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,518125,32,R,T18,00523669,JABLANCA,3,TL4,FALSO,T18
50,50TRANSL,LEMPIRAS,2019,1,IN0000037,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1627419001,1627419001,LLANTA CAMION RIN 295/75R22.5,TRANSACC INIC,000000,20190119,19/01/2019,enero,W3,CF01,"10,391.56",0.00,"10,391.56","10,391.56",0.00,-2,518125,80,R,T41,00523670,JABLANCA,3,TL4,FALSO,T41
50,50TRANSL,LEMPIRAS,2019,1,IN0000039,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419004,1627419004,NEUMATICO P/LLANTA 1000-20,TRANSACC INIC,000000,20190120,20/01/2019,enero,W3,CF01,326.54,0.00,326.54,326.54,0.00,-1,518271,16,R,F80,00523769,JABLANCA,3,TL4,FALSO,F80
50,50TRANSL,LEMPIRAS,2019,1,IN0000039,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419005,1627419005,PROTECTOR P/LLANTA 1000-20,TRANSACC INIC,000000,20190120,20/01/2019,enero,W3,CF01,281.18,0.00,281.18,281.18,0.00,-1,518271,18,R,F80,00523769,JABLANCA,3,TL4,FALSO,F80
50,50TRANSL,LEMPIRAS,2019,1,IN0000040,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190121,21/01/2019,enero,W4,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,519693,24,R,F13,00523809,JABLANCA,3,TL4,FALSO,F13
50,50TRANSL,LEMPIRAS,2019,1,IN0000040,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190121,21/01/2019,enero,W4,CF01,"6,400.00",0.00,"6,400.00","6,400.00",0.00,-2,519693,26,R,F13,00523813,JABLANCA,3,TL4,FALSO,F13
50,50TRANSL,LEMPIRAS,2019,1,IN0000040,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414001,1626414001,LLANTA CAB.CIS.FUR.RIN 11R22.5,TRANSACC INIC,000000,20190121,21/01/2019,enero,W4,CF01,"10,479.16",0.00,"10,479.16","10,479.16",0.00,-2,519693,92,R,T15,00523895,JABLANCA,3,TL4,FALSO,T15
50,50TRANSL,LEMPIRAS,2019,1,IN0000041,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414006,1626414006,LLANTA REENCUACHA.C.N.11R22.5,TRANSACC INIC,000000,20190122,22/01/2019,enero,W4,CF01,"12,501.40",0.00,"12,501.40","12,501.40",0.00,-4,521257,10,R,F53,00524163,JABLANCA,3,TL4,FALSO,F53
50,50TRANSL,LEMPIRAS,2019,1,IN0000041,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,LLANTAS,1626414005,1626414005,LLANTA REENCAUCHADA 11R22.5,TRANSACC INIC,000000,20190122,22/01/2019,enero,W4,CF01,"25,600.00",0.00,"25,600.00","25,600.00",0.00,-8,521257,100,R,T37,00524161,JABLANCA,3,TL4,FALSO,T37
50,50TRANSL,LEMPIRAS,2019,1,IN0000044,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419004,1627419004,NEUMATICO P/LLANTA 1000-20,TRANSACC INIC,000000,20190123,23/01/2019,enero,W4,CF01,326.54,0.00,326.54,326.54,0.00,-1,522949,52,R,F73,00524435,JABLANCA,3,TL4,FALSO,F73
50,50TRANSL,LEMPIRAS,2019,1,IN0000044,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419005,1627419005,PROTECTOR P/LLANTA 1000-20,TRANSACC INIC,000000,20190123,23/01/2019,enero,W4,CF01,281.18,0.00,281.18,281.18,0.00,-1,522949,54,R,F73,00524435,JABLANCA,3,TL4,FALSO,F73
50,50TRANSL,LEMPIRAS,2019,1,IN0000047,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419004,1627419004,NEUMATICO P/LLANTA 1000-20,TRANSACC INIC,000000,20190124,24/01/2019,enero,W4,CF01,326.54,0.00,326.54,326.54,0.00,-1,524702,22,R,F67,00524705,JABLANCA,3,TL4,FALSO,F67
50,50TRANSL,LEMPIRAS,2019,1,IN0000049,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419004,1627419004,NEUMATICO P/LLANTA 1000-20,TRANSACC INIC,000000,20190125,25/01/2019,enero,W4,CF01,979.63,0.00,979.63,979.63,0.00,-3,525903,16,R,F02,00524868,JABLANCA,3,TL4,FALSO,F02
50,50TRANSL,LEMPIRAS,2019,1,IN0000049,670,TRANSP.-EQUIPO DE TRANSPORTE,110,ZONA NORTE,61028,GASTO VAR. MANTEN. DE EQUIPO,4530,4530,LLANTAS,LLANTAS & NEUMATICOS,SUMINISTROS,1627419005,1627419005,PROTECTOR P/LLANTA 1000-20,TRANSACC INIC,000000,20190125,25/01/2019,enero,W4,CF01,843.55,0.00,843.55,843.55,0.00,-3,525903,18,R,F02,00524868,JABLANCA,3,TL4,FALSO,F02
